0.783047,-0.362655,0.190149
0.782422,-0.449004,0.187536
0.781657,-0.553774,0.184765
0.780753,-0.6755,0.181773
0.779677,-0.80917,0.178529
0.77843,-0.944064,0.175066
0.777033,-1.09875,0.171486
0.775453,-1.23493,0.167927
0.77374,-1.42714,0.164601
0.771834,-1.57646,0.161727
0.769746,-1.7361,0.159328
0.767524,-1.8893,0.157319
0.765123,-2.03066,0.155688
0.762562,-2.18086,0.154441
0.759873,-2.3457,0.153448
0.756976,-2.53154,0.15247
0.753899,-2.74246,0.151325
0.750707,-2.89191,0.149891
0.747266,-3.05799,0.148006
0.74374,-3.20754,0.145683
0.740052,-3.32262,0.143256
0.736213,-3.48708,0.141002
0.732142,-3.63318,0.138901
0.727893,-3.80819,0.137023
0.723638,-3.93025,0.135828
0.719348,-4.01075,0.1358
0.784923,0.00103063,0.262002
0.784923,0.000945536,0.26175
0.784926,0.00159561,0.261405
0.784919,0.000838248,0.260954
0.784925,0.000497831,0.260388
0.784913,-0.00727612,0.259663
0.784881,-0.0226743,0.258659
0.784811,-0.0397058,0.257241
0.784701,-0.0706465,0.255324
0.784519,-0.113074,0.25289
0.784249,-0.174561,0.249994
0.783898,-0.252146,0.246745
0.783431,-0.337956,0.243269
0.782836,-0.426208,0.239639
0.78212,-0.52877,0.235875
0.781242,-0.640262,0.231963
0.780222,-0.74857,0.227863
0.779007,-0.893385,0.223554
0.77762,-1.04809,0.219083
0.776081,-1.20722,0.214569
0.774354,-1.36655,0.210138
0.772492,-1.52258,0.205872
0.770435,-1.67964,0.201813
0.768191,-1.85715,0.197963
0.765817,-2.02187,0.19431
0.763254,-2.17897,0.190822
0.760506,-2.35489,0.18745
0.757663,-2.51375,0.184149
0.754597,-2.68197,0.180797
0.751415,-2.84707,0.177128
0.74795,-3.04572,0.172892
0.744371,-3.20392,0.168197
0.740714,-3.35349,0.163551
0.736847,-3.49556,0.15929
0.732742,-3.73581,0.15532
0.728536,-3.89641,0.151511
0.724164,-4.03823,0.147976
0.719793,-4.1479,0.144978
0.715141,-4.27556,0.142331
0.710361,-4.43791,0.139282
0.70541,-4.58529,0.13549
0.700486,-4.66315,0.131649
0.695592,-4.7293,0.128636
0.690447,-4.83437,0.126346
0.685301,-4.93255,0.124076
0.680122,-4.98934,0.121662
0.674914,-5.01397,0.11931
0.669614,-5.10114,0.116744
0.664184,-5.1869,0.113494
0.658819,-5.21955,0.109857
0.65355,-5.22073,0.106634
0.648144,-5.21258,0.104004
0.642834,-5.16059,0.101416
0.637421,-5.21696,0.0982986
0.631953,-5.25812,0.0943626
0.626482,-5.33093,0.089653
